Risk ID,Risk Description,Potential Impact,Tech Stack,Category of Risks
INF-AI-017,Informatica's error handling is batch-oriented and may not be suitable for handling feedback loops from online learning models.,Inability to support advanced AI paradigms like reinforcement learning or online training.,Informatica,AI & Data Engineering Specific Risks
INF-AI-018,Data governance policies defined in Informatica are not automatically enforced in downstream data science environments.,Compliance and security gaps; data scientists may inadvertently misuse sensitive data.,Informatica,AI & Data Engineering Specific Risks
INF-AI-019,The platform is not designed to manage the lifecycle of AI models (e.g., champion/challenger testing, drift detection).,"Requires a separate MLOps platform, and the integration between the two can be complex and brittle.",Informatica,AI & Data Engineering Specific Risks
INF-AI-020,Transformations in Informatica may inadvertently introduce bias into the training data (e.g., by how nulls or outliers are handled).,"AI models exhibit unfair or discriminatory behavior, leading to reputational and legal risks.",Informatica,AI & Data Engineering Specific Risks
INF-AI-021,Informatica's metadata is not easily consumable by automated ML (AutoML) platforms to inform feature selection.,"AutoML tools cannot leverage valuable metadata, leading to suboptimal model performance.",Informatica,AI & Data Engineering Specific Risks
INF-AI-022,"The platform is seen as a legacy 'black box' by data scientists, leading to a lack of trust and adoption for AI projects.","Shadow IT emerges as data scientists build their own data pipelines, undermining enterprise data governance.",Informatica,AI & Data Engineering Specific Risks
INF-AI-023,Difficulty in joining and integrating data from modern, streaming sources (e.g., Kafka) with traditional batch data within Informatica.,"AI models cannot be built on a complete, real-time view of the business.",Informatica,AI & Data Engineering Specific Risks
INF-AI-024,The data integration logic does not account for capturing data for model monitoring (e.g., prediction inputs and outputs).,Inability to detect model drift or performance degradation over time.,Informatica,AI & Data Engineering Specific Risks
INF-AI-025,"Informatica Cloud (IICS) may offer better AI/ML integration, but migrating complex on-premise logic is a significant undertaking.",The organization is stuck with a legacy platform that hinders AI innovation due to the high cost of modernization.,Informatica,AI & Data Engineering Specific Risks
SQL-SEC-001,"SQL Injection vulnerabilities in applications, allowing attackers to execute arbitrary SQL code.","Data breach, data corruption, denial of service, and complete host system takeover.",SQL,Security & Vulnerability Risks
SQL-SEC-002,Over-privileged database accounts used by applications or users (e.g., 'sa', 'dbo' rights).,A compromise of the application leads to a full compromise of the database; violation of least privilege principle.,SQL,Security & Vulnerability Risks
SQL-SEC-003,"Weak or default passwords for database accounts, especially for system accounts.",Unauthorized access through brute-force or dictionary attacks.,SQL,Security & Vulnerability Risks
SQL-SEC-004,"Unpatched database servers, leaving them vulnerable to publicly known exploits.","System compromise, data exfiltration, or ransomware attacks.",SQL,Security & Vulnerability Risks
SQL-SEC-005,Sensitive data (PII, credentials) stored in clear text within tables.,Data breach exposes sensitive information directly; non-compliance with GDPR, PCI-DSS.,SQL,Security & Vulnerability Risks
SQL-SEC-006,Database ports exposed to the public internet or untrusted internal networks.,"Direct attacks on the database server, increased attack surface.",SQL,Security & Vulnerability Risks
SQL-SEC-007,"Inadequate auditing and logging of database activity, especially privileged actions.","Inability to detect or investigate security incidents, attackers can operate undetected.",SQL,Security & Vulnerability Risks
SQL-SEC-008,Unencrypted data in transit between the application and the database server.,Eavesdropping attacks can capture sensitive data and credentials.,SQL,Security & Vulnerability Risks
SQL-SEC-009,"Unnecessary database features, services, or sample databases enabled (e.g., xp_cmdshell, SQL Browser Service).",Increases the attack surface and provides additional vectors for privilege escalation.,SQL,Security & Vulnerability Risks
SQL-SEC-010,Backups are not encrypted or are stored in an insecure location.,A stolen backup file results in a full data breach.,SQL,Security & Vulnerability Risks
SQL-SEC-011,"Insecure object permissions, allowing low-privilege users to access or modify data they shouldn't.","Unauthorized data access or modification, privilege escalation.",SQL,Security & Vulnerability Risks
SQL-SEC-012,Cross-database ownership chaining or 'TRUSTWORTHY' database setting enabled without justification.,Allows for privilege escalation attacks across database boundaries.,SQL,Security & Vulnerability Risks
SQL-SEC-013,Failure to implement column-level encryption or dynamic data masking for sensitive data columns.,"Privileged users (like DBAs) can view sensitive data, violating separation of duties.",SQL,Security & Vulnerability Risks
SQL-SEC-014,Hardcoded connection strings with credentials in application code or configuration files.,Credential leakage if the source code or configuration files are compromised.,SQL,Security & Vulnerability Risks
SQL-SEC-015,Lack of multi-factor authentication for DBA accounts.,Higher risk of administrative account takeover.,SQL,Security & Vulnerability Risks
SQL-SEC-016,"Denial of Service (DoS) vulnerabilities, where a crafted query can crash the database service.",Service unavailability for all applications relying on the database.,SQL,Security & Vulnerability Risks
SQL-SEC-017,Insecure password policies (no complexity, rotation, or history).,Weak passwords are easily guessed or cracked.,SQL,Security & Vulnerability Risks
SQL-SEC-018,Audit logs are not protected from modification or deletion.,"An attacker can erase their tracks, preventing forensic analysis.",SQL,Security & Vulnerability Risks
SQL-SEC-019,Using shared accounts for multiple users or applications.,"Loss of individual accountability, inability to trace actions to a specific user.",SQL,Security & Vulnerability Risks
SQL-SEC-020,Error messages that reveal too much information about the database schema or structure.,Aids an attacker in mapping out the database for further attacks.,SQL,Security & Vulnerability Risks
SQL-SEC-021,Lack of security configuration reviews and regular vulnerability scanning.,Misconfigurations and vulnerabilities persist undetected.,SQL,Security & Vulnerability Risks
SQL-SEC-022,Ad-hoc SQL execution by unauthorized personnel.,"Accidental data deletion/modification, unauthorized data extraction.",SQL,Security & Vulnerability Risks
SQL-SEC-023,"Failure to properly sanitize inputs for dynamic SQL, creating a secondary vector for injection.",SQL injection even when parameterized queries are used elsewhere.,SQL,Security & Vulnerability Risks
SQL-SEC-024,"Database links or linked servers configured with powerful, shared credentials.","Lateral movement between database servers, expanding the scope of a breach.",SQL,Security & Vulnerability Risks
SQL-SEC-025,Sensitive data being written to transaction logs without encryption (TDE).,Sensitive data can be recovered from log files or backups of logs.,SQL,Security & Vulnerability Risks
SQL-PERF-001,"Inefficient queries with missing or poor indexing, leading to full table scans.","Slow application response times, high CPU and I/O on the database server.",SQL,Performance & Scalability Risks
SQL-PERF-002,Runaway queries (e.g., Cartesian products) consuming all server resources.,"Database server becomes unresponsive, affecting all connected applications.",SQL,Performance & Scalability Risks
SQL-PERF-003,Excessive blocking and deadlocking due to poor transaction management and query design.,"Application errors, slow performance, and failed transactions.",SQL,Performance & Scalability Risks
SQL-PERF-004,"Outdated statistics, causing the query optimizer to choose suboptimal execution plans.",Sudden and dramatic performance degradation of previously fast queries.,SQL,Performance & Scalability Risks
SQL-PERF-005,"Inadequate hardware resources (CPU, RAM, I/O) for the workload, especially for on-premise servers.","System-wide performance bottlenecks, inability to scale with user or data growth.",SQL,Performance & Scalability Risks
SQL-PERF-006,"Implicit conversions in queries, forcing index scans instead of seeks.",Hidden performance issues that are difficult to diagnose.,SQL,Performance & Scalability Risks
SQL-PERF-007,"Over-indexing a table, which slows down data modification operations (INSERT, UPDATE, DELETE).","Slow write performance, increased storage usage.",SQL,Performance & Scalability Risks
SQL-PERF-008,"High index fragmentation, leading to excess I/O and slower index scans.",Gradual degradation of query performance over time.,SQL,Performance & Scalability Risks
SQL-PERF-009,Using cursors or other row-by-row processing instead of set-based operations.,Poorly scalable code that performs exponentially worse with larger data volumes.,SQL,Performance & Scalability Risks
SQL-PERF-010,"Lack of connection pooling in applications, leading to high overhead for connection setup/teardown.","Connection limit exhaustion, slow application performance.",SQL,Performance & Scalability Risks
SQL-PERF-011,"Misconfigured max degree of parallelism (MAXDOP) settings, leading to inefficient parallel execution or thread contention.","Suboptimal query performance, CPU resource exhaustion.",SQL,Performance & Scalability Risks
SQL-PERF-012,Transaction log growth and performance issues due to long-running transactions or misconfigured log files.,"Write operations slow down, risk of 'log full' errors that halt the database.",SQL,Performance & Scalability Risks
SQL-PERF-013,"Using scalar-valued user-defined functions (UDFs) in WHERE clauses, preventing parallel execution.",Severe performance degradation that is not immediately obvious from the query text.,SQL,Performance & Scalability Risks
SQL-PERF-014,"Selecting all columns (`SELECT *`) when only a few are needed, especially for large tables.","Increased network traffic, higher memory consumption, and missed opportunities for index-only retrieval.",SQL,Performance & Scalability Risks
SQL-PERF-015,"TempDB contention caused by heavy use of temporary tables, table variables, or sorting operations.",A global bottleneck affecting all sessions on the server.,SQL,Performance & Scalability Risks
SQL-PERF-016,"Lack of a query monitoring and baselining tool, making it difficult to identify performance regressions.",Inability to proactively detect and resolve performance issues.,SQL,Performance & Scalability Risks
SQL-PERF-017,Inappropriate data types (e.g., using NVARCHAR for numeric data) leading to larger storage footprint and slower processing.,"Wasted memory and disk space, slower query execution due to larger data pages.",SQL,Performance & Scalability Risks
SQL-PERF-018,"Fixed-size, on-premise architecture cannot scale to meet sudden peaks in demand.",Performance degradation or service outages during peak business hours.,SQL,Performance & Scalability Risks
SQL-PERF-019,"Holding locks for too long in application code, blocking other users.","Poor concurrency, application timeouts.",SQL,Performance & Scalability Risks
SQL-PERF-020,Using 'NOLOCK' or 'READ UNCOMMITTED' as a performance fix, leading to dirty reads.,"Application receives incorrect, uncommitted data, leading to logical corruption.",SQL,Performance & Scalability Risks
SQL-PERF-021,Inefficient trigger logic that fires on every row modification.,"Significant overhead on INSERT/UPDATE/DELETE operations, hard-to-diagnose performance issues.",SQL,Performance & Scalability Risks
SQL-PERF-022,"Database is hosted on a shared, noisy-neighbor virtualization platform.",Unpredictable I/O and CPU performance.,SQL,Performance & Scalability Risks
SQL-PERF-023,Not using partitioning for very large tables (VLDBs).,Maintenance operations (e.g., index rebuilds) cause massive outages; queries cannot benefit from partition elimination.,SQL,Performance & Scalability Risks
SQL-PERF-024,Parameter sniffing issues where a cached plan is optimal for one parameter value but terrible for others.,Inconsistent and unpredictable query performance.,SQL,Performance & Scalability Risks
SQL-PERF-025,"Chatty applications that make many small, frequent queries instead of a single, more comprehensive one.","High network latency overhead, excessive database round-trips.",SQL,Performance & Scalability Risks
SQL-DDE-001,"Inconsistent or non-existent naming conventions for tables, columns, and stored procedures.","Difficult to understand schema, increased cognitive load for developers, error-prone queries.",SQL,Design & Developer Experience
SQL-DDE-002,Database schema version control (e.g., using a tool like Flyway or Liquibase) is lacking.,Inability to track or roll back schema changes; chaotic deployments; environment drift.,SQL,Design & Developer Experience
SQL-DDE-003,Embedding complex business logic in stored procedures or triggers instead of the application layer.,"Difficult to test, debug, and version; vendor lock-in; logic is hidden from application developers.",SQL,Design & Developer Experience
SQL-DDE-004,Over-normalization or under-normalization of the database schema.,"Overly complex queries with many joins, or data anomalies and redundancy.",SQL,Design & Developer Experience
SQL-DDE-005,"Lack of documentation for the data model, stored procedures, and data lineage.",High learning curve for new developers; risk of misinterpreting data; slow development.,SQL,Design & Developer Experience
SQL-DDE-006,Using proprietary SQL extensions that lock the application into a specific database vendor.,High cost and effort to migrate to a different database system in the future.,SQL,Design & Developer Experience
SQL-DDE-007,No standardized approach to error handling within stored procedures.,Inconsistent error reporting to the application; transactions left open; silent failures.,SQL,Design & Developer Experience
SQL-DDE-008,"Developers lack access to realistic, anonymized data in lower environments.",Bugs are found late in the cycle; performance issues are not discovered until production.,SQL,Design & Developer Experience
SQL-DDE-009,Absence of a peer review process for SQL code and schema changes.,"Poor quality code, security vulnerabilities, and performance issues are deployed to production.",SQL,Design & Developer Experience
SQL-DDE-010,"Using SQL as a procedural job-processing queue, which it is not designed for.","Complex, brittle, and unscalable process management; high risk of locking issues.",SQL,Design & Developer Experience
SQL-DDE-011,"Lack of a component-based design (e.g., reusable UDFs, table types, procedures).","Duplicated code, inconsistent logic, high maintenance overhead.",SQL,Design & Developer Experience
SQL-DDE-012,Difficulty in setting up local database instances for isolated development and testing.,"Developers work on a shared server, causing conflicts and reducing productivity.",SQL,Design & Developer Experience
SQL-DDE-013,"Schema design does not account for future requirements, requiring frequent, breaking changes.","High cost of change, application downtime, and developer churn.",SQL,Design & Developer Experience
SQL-DDE-014,Mixing different data models (e.g., relational, document) within the same database without clear purpose.,"Confusing design, misuse of features, and suboptimal performance.",SQL,Design & Developer Experience
SQL-DDE-015,No automated testing framework for database code (e.g., tSQLt, pgTAP).,Regressions are not caught; testing is manual and error-prone.,SQL,Design & Developer Experience
SQL-DDE-016,Relying on Object-Relational Mappers (ORMs) that generate highly inefficient SQL.,"Developers are disconnected from the underlying SQL, leading to hidden performance problems.",SQL,Design & Developer Experience
SQL-DDE-017,Inconsistent use of NULLs and their meaning (e.g., 'Unknown' vs. 'Not Applicable').,"Ambiguous data, complex queries with COALESCE/ISNULL, application bugs.",SQL,Design & Developer Experience
SQL-DDE-018,Lack of foreign key constraints to enforce referential integrity.,"Orphaned records, data corruption, and data integrity issues that must be handled by the application.",SQL,Design & Developer Experience
SQL-DDE-019,Using 'magic numbers' or hardcoded strings in queries instead of lookup tables or constants.,Code is difficult to read and maintain; changes require code deployments.,SQL,Design & Developer Experience
SQL-DDE-020,"The database schema is treated as a 'dumb data store' with all logic in the application, missing opportunities for data integrity and performance.",Data integrity is not centrally enforced; risk of 'bad data' from multiple applications.,SQL,Design & Developer Experience
SQL-DDE-021,"Monolithic database design where multiple, unrelated applications share the same database.",High coupling between applications; a change for one can break another; security boundaries are weak.,SQL,Design & Developer Experience
SQL-DDE-022,"Poor choice of primary keys (e.g., using large, non-sequential string columns).","Index fragmentation, slower joins, and larger index sizes.",SQL,Design & Developer Experience
SQL-DDE-023,Lack of a clear data archiving or deletion strategy in the design.,"Tables grow indefinitely, leading to performance degradation and increased storage costs.",SQL,Design & Developer Experience
SQL-DDE-024,Developers are not trained on how to read and interpret query execution plans.,Inability to self-diagnose and fix performance issues in their own queries.,SQL,Design & Developer Experience
SQL-DDE-025,The design does not support temporal data (tracking changes over time).,"Inability to answer historical questions or audit data changes without complex, manual queries.",SQL,Design & Developer Experience
SQL-GOV-001,Lack of a robust backup and recovery plan that is regularly tested.,Data loss and extended downtime in the event of a failure or disaster.,SQL,Governance & Operational Risks
SQL-GOV-002,No formal change management process for deploying schema or code changes to production.,Unauthorized or untested changes cause production outages.,SQL,Governance & Operational Risks
SQL-GOV-003,"Absence of a data governance framework defining data owners, stewards, and quality standards.",Lack of accountability for data quality; inconsistent data definitions across the enterprise.,SQL,Governance & Operational Risks
SQL-GOV-004,"High operational cost and effort for patching, upgrading, and maintaining on-premise SQL servers.",High TCO; DBA team is focused on maintenance instead of proactive improvements.,SQL,Governance & Operational Risks
SQL-GOV-005,"Database license and feature usage is not tracked, leading to compliance issues or unnecessary costs.",Large, unbudgeted true-up costs from vendor audits.,SQL,Governance & Operational Risks
SQL-GOV-006,"Lack of proactive monitoring and alerting for performance, availability, and capacity.",Issues are only discovered after they impact users; reactive firefighting mode.,SQL,Governance & Operational Risks
SQL-GOV-007,"DBA team is a bottleneck for development, slowing down release cycles.","Delayed projects, developer frustration, and rise of 'shadow IT' databases.",SQL,Governance & Operational Risks
SQL-GOV-008,"Inconsistent configurations between development, testing, and production environments.","Code that works in one environment fails in another, causing deployment failures.",SQL,Governance & Operational Risks
SQL-GOV-009,"No clear data retention and archiving policy, leading to infinite data growth.","Spiraling storage costs, degraded performance, and increased compliance risk.",SQL,Governance & Operational Risks
SQL-GOV-010,Heavy vendor lock-in due to reliance on a single database technology and its proprietary features.,Reduced negotiating power with the vendor; high cost to migrate to other platforms.,SQL,Governance & Operational Risks
SQL-GOV-011,Lack of a central data dictionary or metadata catalog.,"Users and developers cannot find, understand, or trust the data.",SQL,Governance & Operational Risks
SQL-GOV-012,"Inadequate capacity planning, leading to unexpected resource exhaustion.","Service outages, emergency hardware procurement.",SQL,Governance & Operational Risks
SQL-GOV-013,Failure to regularly perform database maintenance tasks (e.g., index rebuilds, statistics updates).,Gradual but significant performance degradation over time.,SQL,Governance & Operational Risks
SQL-GOV-014,Key person dependency on one or two senior DBAs.,Operations are at high risk if a key person leaves or is unavailable.,SQL,Governance & Operational Risks
SQL-GOV-015,No process for decommissioning unused databases or tables.,Wasted resources (storage, licenses, maintenance effort) and security risks from unmanaged data.,SQL,Governance & Operational Risks
SQL-GOV-016,"Data classification is not performed, so all data is treated with the same level of security.",Over-protection of non-sensitive data and under-protection of critical data.,SQL,Governance & Operational Risks
SQL-GOV-017,Disaster Recovery (DR) site is not regularly tested or maintained.,"Inability to fail over during a real disaster, failure to meet RTO/RPO.",SQL,Governance & Operational Risks
SQL-GOV-018,Lack of a security incident response plan specific to the database.,Chaotic and ineffective response in the event of a data breach.,SQL,Governance & Operational Risks
SQL-GOV-019,No cost allocation or chargeback model for database usage.,No incentive for application owners to use resources efficiently.,SQL,Governance & Operational Risks
SQL-GOV-020,Database upgrades are frequently postponed due to application compatibility concerns.,"Running on unsupported versions, exposure to unpatched security vulnerabilities.",SQL,Governance & Operational Risks
SQL-GOV-021,Sprawl of ad-hoc databases created outside of IT governance ('Shadow IT').,"Unsecured, un-backed-up data; data silos; compliance violations.",SQL,Governance & Operational Risks
SQL-GOV-022,SLAs for database availability and performance are not defined or measured.,Misaligned expectations between IT and the business.,SQL,Governance & Operational Risks
SQL-GOV-023,Access reviews for privileged database accounts are not performed regularly.,Accumulation of excessive privileges over time ('privilege creep').,SQL,Governance & Operational Risks
SQL-GOV-024,Lack of automation for routine DBA tasks.,"High manual effort, risk of human error, and slow response times.",SQL,Governance & Operational Risks
SQL-GOV-025,The role of the DBA has not evolved to support modern DevOps and cloud practices.,The database team becomes a blocker to agility and innovation.,SQL,Governance & Operational Risks
SQL-AI-001,Relational databases are not optimized for storing or querying unstructured data (text, images) needed for many AI models.,Inability to support modern AI use cases; data must be moved to specialized systems.,SQL,AI & Data Engineering Specific Risks
SQL-AI-002,Performing complex feature engineering using only SQL can be slow and computationally expensive.,Data preparation becomes a bottleneck in the ML lifecycle; hinders rapid experimentation.,SQL,AI & Data Engineering Specific Risks
SQL-AI-003,"Data quality issues within SQL tables (e.g., nulls, outliers, inconsistencies) directly harm the performance of ML models.",Models are inaccurate or biased; 'Garbage In, Garbage Out'.,SQL,AI & Data Engineering Specific Risks
SQL-AI-004,"Data is siloed in multiple SQL databases, making it difficult to create a unified view for training holistic models.","Models are trained on incomplete data, leading to suboptimal predictions.",SQL,AI & Data Engineering Specific Risks
SQL-AI-005,"Lack of data versioning capabilities, making it hard to reproduce ML experiments and audit model training.",Inability to trace a model's results back to the exact data it was trained on.,SQL,AI & Data Engineering Specific Risks
SQL-AI-006,On-premise SQL servers lack the elastic scalability needed for large-scale data processing and model training.,"Data engineering tasks take too long or are not feasible, limiting the scope of AI projects.",SQL,AI & Data Engineering Specific Risks
SQL-AI-007,The impedance mismatch between SQL's set-based model and the data frame/tensor model of ML libraries requires costly data extraction and conversion.,Inefficient data movement and serialization overhead between the database and ML frameworks.,SQL,AI & Data Engineering Specific Risks
SQL-AI-008,SQL databases are often a bottleneck for serving features at low latency for real-time model inference.,Inability to meet the performance requirements of online prediction systems.,SQL,AI & Data Engineering Specific Risks
SQL-AI-009,"The skills of traditional DBAs do not typically include data science or MLOps, creating a gap in supporting AI workloads.",Friction between teams; AI/ML teams are not adequately supported by the data platform.,SQL,AI & Data Engineering Specific Risks
SQL-AI-010,"Model-data drift occurs as data in SQL tables changes over time, but models are not retrained, leading to degraded accuracy.","Models become stale and unreliable, making incorrect predictions in production.",SQL,AI & Data Engineering Specific Risks
SQL-AI-011,Lack of a centralized feature store means feature engineering logic in SQL is duplicated across multiple projects.,"Wasted effort, inconsistent feature definitions, and difficulty in sharing features.",SQL,AI & Data Engineering Specific Risks
SQL-AI-012,Data access patterns for ML training (large, full-table scans) conflict with traditional OLTP workloads (small, indexed lookups).,Analytical queries for ML can degrade the performance of critical business applications.,SQL,AI & Data Engineering Specific Risks
SQL-AI-013,SQL auditing may not capture the context needed for AI explainability and bias detection.,"Difficult to prove why a model made a certain decision, which is a regulatory risk.",SQL,AI & Data Engineering Specific Risks
SQL-AI-014,The process of getting new data sources provisioned and accessible via SQL is too slow for agile data science teams.,"Data scientists are blocked waiting for data, slowing down innovation.",SQL,AI & Data Engineering Specific Risks
SQL-AI-015,Using the production OLTP database directly for analytics and model training.,High risk of impacting the performance and availability of the live application.,SQL,AI & Data Engineering Specific Risks
SQL-AI-016,SQL-based data anonymization techniques may not preserve the statistical properties of the data needed for accurate model training.,Models trained on poorly anonymized data may not perform well on real data.,SQL,AI & Data Engineering Specific Risks
SQL-AI-017,The database schema is too rigid to accommodate the evolving data needs of exploratory data analysis.,Schema changes become a bottleneck for data scientists trying to incorporate new data points.,SQL,AI & Data Engineering Specific Risks
SQL-AI-018,"Lack of native support for vector data types and similarity search, which are essential for generative AI and search applications.",Inability to support modern AI use cases like RAG (Retrieval-Augmented Generation).,SQL,AI & Data Engineering Specific Risks
SQL-AI-019,The cost of storing massive datasets for ML in a high-performance SQL database can be prohibitive.,"Data is archived too early or not collected at all, limiting the data available for training.",SQL,AI & Data Engineering Specific Risks
SQL-AI-020,In-database ML features are often proprietary and less powerful than dedicated ML libraries (e.g., scikit-learn, TensorFlow).,Vendor lock-in for suboptimal ML capabilities.,SQL,AI & Data Engineering Specific Risks
SQL-AI-021,Data movement from on-premise SQL databases to cloud-based ML platforms is slow and costly.,Hinders the adoption of powerful cloud-native AI services.,SQL,AI & Data Engineering Specific Risks
SQL-AI-022,SQL access controls are not granular enough to manage access to specific subsets of data for different ML experiments.,Security and governance challenges in multi-tenant data science environments.,SQL,AI & Data Engineering Specific Risks
SQL-AI-023,The database cannot be easily integrated into automated MLOps pipelines for continuous training and deployment (CT/CD).,"ML processes remain manual, slow, and error-prone.",SQL,AI & Data Engineering Specific Risks
SQL-AI-024,Transformations applied in SQL to handle nulls or default values can inadvertently introduce bias into the training dataset.,"Models make biased predictions, leading to fairness and ethical concerns.",SQL,AI & Data Engineering Specific Risks
SQL-AI-025,The traditional role of a DBA is not equipped to govern or manage the lifecycle of data used for AI models.,"Lack of governance over training data, feature sets, and model lineage.",SQL,AI & Data Engineering Specific Risks